year,org,ein,class,group_id_guess,name,new_group_id,remove,final_id
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_26,SEAN RUSHTON,52-1928321_58,,52-1928321_58
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_26,SEAN RUSHTON,52-1928321_59,,52-1928321_59
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2008,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_27,JOHN S BARRY,,,52-1928321_27
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_28,TIMOTHY P CARNEY,,,52-1928321_28
2008,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_28,TIMOTHY P CARNEY,,,52-1928321_28
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_28,TIMOTHY P. CARNEY,,,52-1928321_28
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_28,TIM CARNEY,,,52-1928321_28
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_28,TIMOTHY P CARNEY,,,52-1928321_28
2011,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_28,TIM CARNEY,,,52-1928321_28
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_29,BROOKE OBERWETTER,,,52-1928321_29
2008,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_29,BROOKE OBERWETTER,,,52-1928321_29
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_29,BROOKE OBERWETTER,,,52-1928321_29
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_29,BROOKE OBERWETTER,,,52-1928321_29
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_3,Daniel Rothschild,,,52-1928321_3
2018,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_3,Daniel Rothschild,,,52-1928321_3
2017,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_3,Daniel Rothschild,,,52-1928321_3
2016,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_3,Dan Rothschild,,,52-1928321_3
2015,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_3,Dan Rothschild,,,52-1928321_3
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_30,MATTHEW ROCHE,,,52-1928321_30
2008,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_30,MATTHEW ROCHE,,,52-1928321_30
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_30,MATTHEW ROCHE,,,52-1928321_30
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_30,MATT ROCHE,,,52-1928321_30
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_30,MATTHEW ROCHE,,,52-1928321_30
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_31,HUNTER TOWNSEND,,,52-1928321_31
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_31,HUNTER TOWNSEND,,,52-1928321_31
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_31,HUNTER TOWNSEND,,,52-1928321_31
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_32,RAUL DAMAS,,,52-1928321_32
2008,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_32,RAUL DAMAS,,,52-1928321_32
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_32,RAUL DAMAS,,,52-1928321_32
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_32,RAUL DAMAS,,,52-1928321_32
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_33,MELISSA ANDERSON,,,52-1928321_33
2008,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_33,MELISSA ANDERSON,,,52-1928321_33
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_33,MELISSA ANDERSON,,,52-1928321_33
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_33,MELISSA ANDERSON,,,52-1928321_33
2009,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2007,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER C. GABRIEL,,,52-1928321_34
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_34,CHRISTOPHER GABRIEL,,,52-1928321_34
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_35,KELLY MESHIRER,,,52-1928321_35
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_36,MELISSA SECKORA,,,52-1928321_36
2006,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_37,JONATHAN H. ADLER,,,52-1928321_37
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_37,JONATHAN H. ADLER,,,52-1928321_37
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_37,JONATHAN H. ADLER,,,52-1928321_37
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_37,JONATHAN H. ADLER,,,52-1928321_37
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_37,JONATHAN H. ADLER,,,52-1928321_37
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_37,JONATHAN H. ADLER,,,52-1928321_37
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_38,KELLEY HARRIS,,,52-1928321_38
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_38,KELLEY HARRIS,,,52-1928321_38
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_38,KELLEY HARRIS,,,52-1928321_38
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_38,KELLEY HARRIS,,,52-1928321_38
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_38,KELLEY HARRIS,,,52-1928321_38
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_38,KELLEY HARRIS,,,52-1928321_38
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_39,CHRISTOPHER STILES SIDDALL,,,52-1928321_39
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_39,CHRISTOPHER STILES SIDDALL,,,52-1928321_39
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_39,CHRISTOPHER STILES SIDDALL,,,52-1928321_39
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_39,CHRISTOPHER STILES SIDDALL,,,52-1928321_39
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_39,CHRISTOPHER STILES SIDDALL,,,52-1928321_39
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_39,CHRISTOPHER STILES SIDDALL,,,52-1928321_39
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_4,Charles Cirame,,,52-1928321_4
2018,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_4,Charles Cirame,,,52-1928321_4
2017,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_4,Charles Cirame,,,52-1928321_4
2016,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_4,Chaz Cirame,,,52-1928321_4
2015,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_4,Chaz Cirame,,,52-1928321_4
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_40,HUNTER CAMPAIGNE,,,52-1928321_40
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_40,HUNTER CAMPAIGNE,,,52-1928321_40
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_40,HUNTER CAMPAIGNE,,,52-1928321_40
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_40,HUNTER CAMPAIGNE,,,52-1928321_40
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_40,HUNTER CAMPAIGNE,,,52-1928321_40
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_40,HUNTER CAMPAIGNE,,,52-1928321_40
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_41,MARY CAROLINE SIDDALL,,,52-1928321_41
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_41,MARY CAROLINE SIDDALL,,,52-1928321_41
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_41,MARY CAROINE SIDDALL,,,52-1928321_41
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_41,MARY CAROINE SIDDALL,,,52-1928321_41
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_41,MARY CAROINE SIDDALL,,,52-1928321_41
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_41,MARY CAROINE SIDDALL,,,52-1928321_41
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_42,SAMUEL CASEY CARTER,,,52-1928321_42
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_42,SAMUEL CASEY CARTER,,,52-1928321_42
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_42,SAMUEL CASEY CARTER,,,52-1928321_42
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_42,SAMUEL CASEY CARTER,,,52-1928321_42
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_42,SAMUEL CASEY CARTER,,,52-1928321_42
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_42,SAMUEL CASEY CARTER,,,52-1928321_42
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_43,REMESH PONNURU,,,52-1928321_43
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_43,RAMESH PONNURU,,,52-1928321_43
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_43,RAMESH PONNURU,,,52-1928321_43
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_43,RAMESH PONNURU,,,52-1928321_43
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_43,RAMESH PONNURU,,,52-1928321_43
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_43,RAMESH PONNURU,,,52-1928321_43
2003,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_44,TOM IVANCIE,,,52-1928321_44
2002,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_44,TOM IVANCIE,,,52-1928321_44
2001,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_44,TOM IVANCIE,,,52-1928321_44
2004,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_44,TOM IVANCIE,,,52-1928321_44
2005,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_44,TOM IVANCIE,,,52-1928321_44
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_46,ADAM REED KAUFMAN,,,52-1928321_46
2000,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_47,BRIAN W. JONES,,,52-1928321_47
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_48,JESSICA DE GRAFFENREID,,,52-1928321_48
2011,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_48,JESSICA DE GRAFFENREID,,,52-1928321_48
2011,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_49,KRISTEN SOLTIS,,,52-1928321_49
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,Jeff Berkowitz,,,52-1928321_5
2018,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,Jeff Berkowitz,,,52-1928321_5
2017,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,Jeff Berkowitz,,,52-1928321_5
2016,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,Jeff Berkowitz,,,52-1928321_5
2015,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,Jeff Berkowitz,,,52-1928321_5
2014,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,JEFF BERKOWITZ,,,52-1928321_5
2013,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,JEFF BERKOWITZ,,,52-1928321_5
2012,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,JEFF BERKOWITZ,,,52-1928321_5
2010,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,JEFF BERKOWITZ,,,52-1928321_5
2011,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_5,JEFF BERKOWITZ,,,52-1928321_5
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_6,Brian Wilson,,,52-1928321_6
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_7,Claire Kittle Dixon,,,52-1928321_7
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_8,Peter Lipsett,,,52-1928321_8
2019,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_9,John Tillman,,,52-1928321_9
2018,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_9,John Tillman,,,52-1928321_9
2017,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_9,John Tillman,,,52-1928321_9
2016,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_9,John Tillman,,,52-1928321_9
2015,AMERICA'S FUTURE FOUNDATION,52-1928321,officers,52-1928321_9,John Tillman,,,52-1928321_9
2019,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,Susan A Carleson,,,52-2121856_0
2018,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,Susan A Carleson,,,52-2121856_0
2017,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2016,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2015,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2014,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2013,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2012,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2011,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2010,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A CARLESON,,,52-2121856_0
2009,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,Susan A Carleson,,,52-2121856_0
2008,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A. CARLESON,,,52-2121856_0
2007,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A. CARLESON,,,52-2121856_0
2006,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_0,SUSAN A. CARLESON,,,52-2121856_0
2019,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_1,Lori Roman,,,52-2121856_1
2006,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD ZUMBRUN,,,52-2121856_10
2005,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
2004,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
2003,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
2002,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
2001,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
2000,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
1999,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_10,RONALD A. ZUMBRUN,,,52-2121856_10
2019,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,Edwin Meese,,,52-2121856_2
2018,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,Edwin Meese III,,,52-2121856_2
2017,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2016,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2015,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2014,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2013,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2012,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2011,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2010,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2009,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,Edwin Meese III,,,52-2121856_2
2008,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2007,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2006,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,EDWIN MEESE III,,,52-2121856_2
2005,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
2004,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
2003,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
2002,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
2001,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
2000,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
1999,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_2,"EDWIN MEESE, III",,,52-2121856_2
2019,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,Morton Blackwell,,,52-2121856_3
2018,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,Morton Blackwell,,,52-2121856_3
2017,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2016,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2015,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2014,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2013,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2012,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2011,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2010,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2009,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,Morton Blackwell,,,52-2121856_3
2008,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2007,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2006,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_3,MORTON BLACKWELL,,,52-2121856_3
2019,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,David Leedom,,,52-2121856_4
2018,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,David Leedom,,,52-2121856_4
2017,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2016,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2015,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2014,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2013,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2012,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2011,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2010,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2009,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,David Leedom,,,52-2121856_4
2008,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2007,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2006,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_4,DAVID LEEDOM,,,52-2121856_4
2019,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,Wendy Borcherdt Leroy,,,52-2121856_5
2018,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,Wendy Borcherdt Leroy,,,52-2121856_5
2017,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2016,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2015,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2014,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2013,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2012,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2011,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2010,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
2009,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,Wendy Borcherdt LeRoy,,,52-2121856_5
2008,AMERICAN CONSTITUTIONAL RIGHTS UNION,52-2121856,officers,52-2121856_5,WENDY BORCHERDT LEROY,,,52-2121856_5
