org,year,name,position,normalized_name,first,last,middle
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,JEFF BOND,SENIOR VP,JEFF BOND,JEFF,BOND,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,JOSEPHINE MARTIN,EVP,JOSEPHINE MARTIN,JOSEPHINE,MARTIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,LORI REILLY,EVP,LORI REILLY,LORI,REILLY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,ROSZELL HUNTER,SENIOR VP,ROSZELL HUNTER,ROSZELL,HUNTER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,SCOTT LAGANGA,SENIOR VP,SCOTT LAGANGA,SCOTT,LAGANGA,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,CHARLES CLAPTON,SENIOR VP,CHARLES CLAPTON,CHARLES,CLAPTON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,IAN READ,CHAIRMAN,IAN READ,IAN,READ,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,KENNETH C FRAZIER,CHAIRMAN-ELECT,KENNETH C FRAZIER,KENNETH,FRAZIER,C
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,GEORGE A SCANGOS PHD,TREASURER,GEORGE A SCANGOS,GEORGE,SCANGOS,A
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,MARK ALTMEYER,DIRECTOR,MARK ALTMEYER,MARK,ALTMEYER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,TOM AMICK,DIRECTOR,TOM AMICK,TOM,AMICK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,LAMBERTO ANDREOTTI,DIRECTOR,LAMBERTO ANDREOTTI,LAMBERTO,ANDREOTTI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,MICHAEL BONNEY,DIRECTOR,MICHAEL BONNEY,MICHAEL,BONNEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,ROBERT A BRADWAY,DIRECTOR,ROBERT A BRADWAY,ROBERT,BRADWAY,A
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2014,OLIVIER BRANDICOURT MD,DIRECTOR,OLIVIER BRANDICOURT MD,OLIVIER,MD,BRANDICOURT
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,JOHN CASTELLANI,PRESIDENT & CEO,JOHN CASTELLANI,JOHN,CASTELLANI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,RICHARD SMITH,EVP,RICHARD SMITH,RICHARD,SMITH,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,DAVID WHEADON,SENIOR VP,DAVID WHEADON,DAVID,WHEADON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,CHESTER DAVIS,EVP,CHESTER DAVIS,CHESTER,DAVIS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,WILLIAM CHIN,EVP,WILLIAM CHIN,WILLIAM,CHIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,JAMES SPEARS,EVP,JAMES SPEARS,JAMES,SPEARS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,ARDELL PERSINGER,"CFO, EVP",ARDELL PERSINGER,ARDELL,PERSINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,JEFF BOND,SENIOR VP,JEFF BOND,JEFF,BOND,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,JOSEPHINE MARTIN,EVP,JOSEPHINE MARTIN,JOSEPHINE,MARTIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,ROSZELL HUNTER,SENIOR VP,ROSZELL HUNTER,ROSZELL,HUNTER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,LORI REILLY,EVP,LORI REILLY,LORI,REILLY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,ROBERT HUGIN,CHAIRMAN,ROBERT HUGIN,ROBERT,HUGIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,IAN READ,CHAIRMAN-ELECT,IAN READ,IAN,READ,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,KENNETH C FRAZIER,TREASURER,KENNETH C FRAZIER,KENNETH,FRAZIER,C
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,MARK ALTMEYER,DIRECTOR,MARK ALTMEYER,MARK,ALTMEYER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,LAMBERTO ANDREOTTI,DIRECTOR,LAMBERTO ANDREOTTI,LAMBERTO,ANDREOTTI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,PHILIP BLAKE,DIRECTOR,PHILIP BLAKE,PHILIP,BLAKE,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,MICHAEL BONNEY,DIRECTOR,MICHAEL BONNEY,MICHAEL,BONNEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,ROBERT A BRADWAY,DIRECTOR,ROBERT A BRADWAY,ROBERT,BRADWAY,A
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2013,LONNEL COATS,DIRECTOR,LONNEL COATS,LONNEL,COATS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,JOHN CASTELLANI,PRESIDENT & CEO,JOHN CASTELLANI,JOHN,CASTELLANI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,RICHARD SMITH,EVP,RICHARD SMITH,RICHARD,SMITH,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,CHESTER DAVIS,EVP,CHESTER DAVIS,CHESTER,DAVIS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,DAVID WHEADON,SENIOR VP,DAVID WHEADON,DAVID,WHEADON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,ARDELL PERSINGER,CFO & EVP,ARDELL PERSINGER,ARDELL,PERSINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,ROBERT FILIPPONE,SENIOR VP,ROBERT FILIPPONE,ROBERT,FILIPPONE,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,JEFF BON,SENIOR VP,JEFF BON,JEFF,BON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,JAMES SPEARS,SECRETARY & EVP,JAMES SPEARS,JAMES,SPEARS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,JOSEPHINE MARTIN,EVP,JOSEPHINE MARTIN,JOSEPHINE,MARTIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,ROSZAELL HUNTER,SENIOR VP,ROSZAELL HUNTER,ROSZAELL,HUNTER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,JOHN C LECHLEITER PHD,CHAIRMAN,JOHN C LECHLEITER,JOHN,LECHLEITER,C
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,ROBERT HUGIN,CHAIRMAN-ELECT,ROBERT HUGIN,ROBERT,HUGIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,IAN READ,TREASURER,IAN READ,IAN,READ,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,MARK ALTMEYER,DIRECTOR,MARK ALTMEYER,MARK,ALTMEYER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,LAMBERTO ANDREOTTI,DIRECTOR,LAMBERTO ANDREOTTI,LAMBERTO,ANDREOTTI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,PHILIP BLAKE,DIRECTOR,PHILIP BLAKE,PHILIP,BLAKE,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,MICHAEL BONNEY,DIRECTOR,MICHAEL BONNEY,MICHAEL,BONNEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,ROBERT A BRADWAY,DIRECTOR,ROBERT A BRADWAY,ROBERT,BRADWAY,A
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,LONNEL COATS,DIRECTOR,LONNEL COATS,LONNEL,COATS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2012,DEIDRE P CONNELLY,DIRECTOR,DEIDRE P CONNELLY,DEIDRE,CONNELLY,P
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,JOHN CASTELLANI,PRESIDENT & CEO,JOHN CASTELLANI,JOHN,CASTELLANI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,CHESTER DAVIS,EXECUTIVE VICE PRESIDENT,CHESTER DAVIS,CHESTER,DAVIS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,ARDELL PERSINGER,SENIOR VP &CFO,ARDELL PERSINGER,ARDELL,PERSINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,NEAL COMSTOCK,EVP &CORP SECRETARY,NEAL COMSTOCK,NEAL,COMSTOCK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,HUGH W METHENY,SENIORVICE PRESIDENT,HUGH W METHENY,HUGH,METHENY,W
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,DIANE BIERI,EVP & GENERAL COUNSEL,DIANE BIERI,DIANE,BIERI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,DAVID WHEADON,SENIORVICE PRESIDENT,DAVID WHEADON,DAVID,WHEADON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,RICHARD SMITH,EXECUTIVE VICE PRESIDENT,RICHARD SMITH,RICHARD,SMITH,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,JEFFREY BOND,SENIORVICE PRESIDENT,JEFFREY BOND,JEFFREY,BOND,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,JOSEPHINE MARTIN,EXECUTIVE VICE PRESIDENT,JOSEPHINE MARTIN,JOSEPHINE,MARTIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,ROZELL HUNTER,SENIORVICE PRESIDENT,ROZELL HUNTER,ROZELL,HUNTER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,CHRISTOPHER VIEHBACHER,CHAIRMAN,CHRISTOPHER VIEHBACHER,CHRISTOPHER,VIEHBACHER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,JOHN C LECHLEITER PHD,CHAIRMAN-ELECT,JOHN C LECHLEITER,JOHN,LECHLEITER,C
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,ROBERT HUGIN,TREASURER,ROBERT HUGIN,ROBERT,HUGIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,MARK ALTMEYER,DIRECTOR,MARK ALTMEYER,MARK,ALTMEYER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,LAMBERTO ANDREOTTI,DIRECTOR,LAMBERTO ANDREOTTI,LAMBERTO,ANDREOTTI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,MICHAEL BONNEY,DIRECTOR,MICHAEL BONNEY,MICHAEL,BONNEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,DAVID R BRENNAN,DIRECTOR,DAVID R BRENNAN,DAVID,BRENNAN,R
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,J MARTIN CARROLL,DIRECTOR,J MARTIN CARROLL,J,CARROLL,MARTIN
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2011,LONNELCOATS,DIRECTOR,LONNELCOATS,LONNELCOATS,LONNELCOATS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Wilber Tauzin,President and CEO,WILBER TAUZIN,WILBER,TAUZIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Mimi Simoneaux Kneuer,Executive VP,MIMI SIMONEAUX KNEUER,MIMI,KNEUER,SIMONEAUX
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,James Bryant Hall,Senior VP,JAMES BRYANT HALL,JAMES,HALL,BRYANT
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Christopher Singer,Executive VP and Pres Intl,CHRISTOPHER SINGER,CHRISTOPHER,SINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Richard Smith,Senior VP,RICHARD SMITH,RICHARD,SMITH,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Hugh W Metheny,Senior VP,HUGH W METHENY,HUGH,METHENY,W
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Diane Bieri,Executive VP and Gen Couns,DIANE BIERI,DIANE,BIERI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Neal Comstock,Executive VP and Secretary,NEAL COMSTOCK,NEAL,COMSTOCK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,David Wheadon,Senior VP,DAVID WHEADON,DAVID,WHEADON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,John Castellani,President and CEO,JOHN CASTELLANI,JOHN,CASTELLANI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Ardell Persinger,Senior VP and CFO,ARDELL PERSINGER,ARDELL,PERSINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Jeffrey Bond,Senior VP,JEFFREY BOND,JEFFREY,BOND,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Chester Davis,Executive VP,CHESTER DAVIS,CHESTER,DAVIS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Brian Toohey,Senior VP,BRIAN TOOHEY,BRIAN,TOOHEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Christopher Viehbacher,Chairman,CHRISTOPHER VIEHBACHER,CHRISTOPHER,VIEHBACHER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,John Lechleiter PhD,Treasurer,JOHN LECHLEITER,JOHN,LECHLEITER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Mark Altmeyer,Director,MARK ALTMEYER,MARK,ALTMEYER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Lamberto Andreotti,Director,LAMBERTO ANDREOTTI,LAMBERTO,ANDREOTTI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,Michael Bonney,Director,MICHAEL BONNEY,MICHAEL,BONNEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2010,David Brennan,Director,DAVID BRENNAN,DAVID,BRENNAN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Billy Tauzin,President and CEO,BILLY TAUZIN,BILLY,TAUZIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Kurt Malmgren,Senior VP,KURT MALMGREN,KURT,MALMGREN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Mimi Simoneaux Kneuer,Executive VP,MIMI SIMONEAUX KNEUER,MIMI,KNEUER,SIMONEAUX
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Chris Singer,Executive VP and Pres Intl,CHRIS SINGER,CHRIS,SINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Hugh Metheny,Senior VP,HUGH METHENY,HUGH,METHENY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Jeffrey Bond,Senior VP,JEFFREY BOND,JEFFREY,BOND,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Diane Bieri,Executive VP and Gen Couns,DIANE BIERI,DIANE,BIERI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Neal Comstock,Executive VP and Secretary,NEAL COMSTOCK,NEAL,COMSTOCK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,James Bryant Hall,Senior VP,JAMES BRYANT HALL,JAMES,HALL,BRYANT
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Ardell Persinger,Senior VP and CFO,ARDELL PERSINGER,ARDELL,PERSINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Brian Toohey,Senior VP,BRIAN TOOHEY,BRIAN,TOOHEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Jeffrey B Kindler,Chairman-Elect,JEFFREY B KINDLER,JEFFREY,KINDLER,B
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,David Y Norton,Treasurer,DAVID Y NORTON,DAVID,NORTON,Y
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Mark Altmeyer,Director,MARK ALTMEYER,MARK,ALTMEYER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Daniel M Bradbury,Director,DANIEL M BRADBURY,DANIEL,BRADBURY,M
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,J Martin Carroll,Director,J MARTIN CARROLL,J,CARROLL,MARTIN
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Richard T Clark,Director,RICHARD T CLARK,RICHARD,CLARK,T
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,James Cornelius,Director,JAMES CORNELIUS,JAMES,CORNELIUS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Fereydoun Firouz,Director,FEREYDOUN FIROUZ,FEREYDOUN,FIROUZ,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2009,Fred Hassan,Director,FRED HASSAN,FRED,HASSAN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Billy Tauzin,President and CEO,BILLY TAUZIN,BILLY,TAUZIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Kurt Malmgren,Senior VP,KURT MALMGREN,KURT,MALMGREN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Chris Singer,Executive VP and President Int,CHRIS SINGER,CHRIS,SINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Marshall A Gilbert,Senior VP,MARSHALL A GILBERT,MARSHALL,GILBERT,A
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Mimi Simoneaux Kneuer,Executive VP,MIMI SIMONEAUX KNEUER,MIMI,KNEUER,SIMONEAUX
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Diane Bieri,Executive VP and General Couns,DIANE BIERI,DIANE,BIERI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Hugh Metheny,Senior VP,HUGH METHENY,HUGH,METHENY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Richard Smith,Senior VP,RICHARD SMITH,RICHARD,SMITH,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Neal Comstock,Executive VP and Secretary,NEAL COMSTOCK,NEAL,COMSTOCK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Ardell Persinger,Senior VP and CFO,ARDELL PERSINGER,ARDELL,PERSINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Kenneth Johnson,Senior VP,KENNETH JOHNSON,KENNETH,JOHNSON,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Brian Toohey,Senior VP,BRIAN TOOHEY,BRIAN,TOOHEY,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Richard T Clark,Chairman,RICHARD T CLARK,RICHARD,CLARK,T
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,David R Brennan,Chairman-Elect,DAVID R BRENNAN,DAVID,BRENNAN,R
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Jeffrey B Kindler,Treasurer,JEFFREY B KINDLER,JEFFREY,KINDLER,B
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,George B Abercrombie,Director,GEORGE B ABERCROMBIE,GEORGE,ABERCROMBIE,B
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Adrian Adams,Director,ADRIAN ADAMS,ADRIAN,ADAMS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Jeffrey Aronin,Director,JEFFREY ARONIN,JEFFREY,ARONIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Frank Baldino PhD,Director,FRANK BALDINO,FRANK,BALDINO,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2008,Daniel M Bradbury,Director,DANIEL M BRADBURY,DANIEL,BRADBURY,M
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,BILLY TAUZIN,PRESIDENT,BILLY TAUZIN,BILLY,TAUZIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,CHRIS SINGER,"EXECUTIVE VICE PRESIDENT, COO",CHRIS SINGER,CHRIS,SINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,NEAL COMSTOCK,"EXEC VICE PRESIDENT, SECRETARY",NEAL COMSTOCK,NEAL,COMSTOCK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,TIMOTHY C TYSON,DIRECTOR,TIMOTHY C TYSON,TIMOTHY,TYSON,C
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,SIDNEY TAUREL,DIRECTOR,SIDNEY TAUREL,SIDNEY,TAUREL,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,ADRIAN ADAMS,DIRECTOR,ADRIAN ADAMS,ADRIAN,ADAMS,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,GEORGE B ABERCROMBIE,DIRECTOR,GEORGE B ABERCROMBIE,GEORGE,ABERCROMBIE,B
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,J MARTIN CARROLL,DIRECTOR,J MARTIN CARROLL,J,CARROLL,MARTIN
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,RICHARD F POPS,DIRECTOR,RICHARD F POPS,RICHARD,POPS,F
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,PAUL R EDICK,DIRECTOR,PAUL R EDICK,PAUL,EDICK,R
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,DANIEL M BRADBURY,DIRECTOR,DANIEL M BRADBURY,DANIEL,BRADBURY,M
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,THOMAS M FINN,DIRECTOR,THOMAS M FINN,THOMAS,FINN,M
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,SOL J BARER PH D,DIRECTOR,SOL J BARER PH D,SOL,D,J BARER PH
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,KEVIN W SHARER,CHAIRMAN,KEVIN W SHARER,KEVIN,SHARER,W
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,ROBERT ESSNER,DIRECTOR,ROBERT ESSNER,ROBERT,ESSNER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,MILES D WHITE,DIRECTOR,MILES D WHITE,MILES,WHITE,D
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,JOHN H STEWART,DIRECTOR,JOHN H STEWART,JOHN,STEWART,H
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,DAVID Y NORTON,DIRECTOR,DAVID Y NORTON,DAVID,NORTON,Y
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,DAVID R BRENNAN,TREASURER,DAVID R BRENNAN,DAVID,BRENNAN,R
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2007,JOSEPH P PIERONI,DIRECTOR,JOSEPH P PIERONI,JOSEPH,PIERONI,P
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,BILLY TAUZIN,PRESIDENT,BILLY TAUZIN,BILLY,TAUZIN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,NEAL COMSTOCK,SECRETARY,NEAL COMSTOCK,NEAL,COMSTOCK,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,CHRIS SINGER,COO,CHRIS SINGER,CHRIS,SINGER,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,PETER R. DOLAN,CHAIRMAN,PETER R DOLAN,PETER,DOLAN,R
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,"DEBORAH DUNSIRE, M.D.",DIRECTOR,DEBORAH DUNSIRE MD,DEBORAH,MD,DUNSIRE
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,SIDNEY TAUREL,DIRECTOR,SIDNEY TAUREL,SIDNEY,TAUREL,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,"MICHAEL FRIEDMAN, D.P.S.",DIRECTOR,MICHAEL FRIEDMAN DPS,MICHAEL,DPS,FRIEDMAN
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,MICHAEL NOVINSKI,DIRECTOR,MICHAEL NOVINSKI,MICHAEL,NOVINSKI,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,REINHARD FRANZEN,DIRECTOR,REINHARD FRANZEN,REINHARD,FRANZEN,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,GEORGE B. ABERCROMBIE,DIRECTOR,GEORGE B ABERCROMBIE,GEORGE,ABERCROMBIE,B
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,TIMOTHY C. TYSON,DIRECTOR,TIMOTHY C TYSON,TIMOTHY,TYSON,C
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,2006,ERNESTO BERTARELLI,DIRECTOR,ERNESTO BERTARELLI,ERNESTO,BERTARELLI,
